realisation,run_source,delta_v_kms,velocity_sigma_kms,velocity_direction_angle_rad,velocity_seed,stage1_fracture_scale_pc,archived_stage1_fracture_scale_pc,stage1_fracture_abs_error_pc,exact_spatial_reconstruction,stage1_groups,stage1_grouped_stars,forward_s2_first_significant_flags,forward_s2_first_accepted_splits,forward_s2_first_final_groups,forward_s2_first_orphans,forward_s2_first_grouped_stars,forward_s3_second_significant_flags,forward_s3_second_accepted_splits,forward_s3_second_final_groups,forward_s3_second_orphans,forward_s3_second_grouped_stars,forward_mean_completeness,forward_mean_purity,forward_mean_jaccard,forward_templates_detected_ge50pct,forward_strict_recoveries_of_8,forward_overlap_best_groups_separate,forward_formal_overlap_resolved,forward_strict_overlap_resolved,reverse_s3_first_significant_flags,reverse_s3_first_accepted_splits,reverse_s3_first_final_groups,reverse_s3_first_orphans,reverse_s3_first_grouped_stars,reverse_s2_second_significant_flags,reverse_s2_second_accepted_splits,reverse_s2_second_final_groups,reverse_s2_second_orphans,reverse_s2_second_grouped_stars,reverse_mean_completeness,reverse_mean_purity,reverse_mean_jaccard,reverse_templates_detected_ge50pct,reverse_strict_recoveries_of_8,reverse_overlap_best_groups_separate,reverse_formal_overlap_resolved,reverse_strict_overlap_resolved,delta_completeness_reverse_minus_forward,delta_purity_reverse_minus_forward,delta_jaccard_reverse_minus_forward,delta_strict_recoveries_reverse_minus_forward,delta_formal_overlap_reverse_minus_forward,delta_strict_overlap_reverse_minus_forward,same_retention_fraction,elapsed_seconds
776,mc_0776,5.0,1.0,2.4472694625141034,20261601,17.038393596540367,17.038393596540367,0.0,True,100,2438,15,5,108,51,2387,0,0,108,0,2387,0.9194095799180328,0.8921896625382169,0.8124253608896991,7,7,True,False,False,1,1,101,15,2423,13,4,108,15,2408,0.9380870047814207,0.8925641428512519,0.8307504705388219,8,7,True,True,False,0.01867742486338786,0.0003744803130349972,0.018325109649122817,0,1,0,0.9984214360883996,27.06883215904236
777,mc_0777,5.0,1.0,5.65529755348224,20261602,17.018295368341942,17.018295368341942,0.0,True,100,2404,11,5,107,70,2334,0,0,107,0,2334,0.9213627049180328,0.9393115180662814,0.8616106641645114,7,7,True,False,False,1,1,101,20,2384,9,4,107,18,2366,0.9393890881147541,0.9274752031941679,0.8735844772499549,8,7,True,True,False,0.01802638319672123,-0.011836314872113562,0.011973813085443541,0,1,0,0.9983000080951996,26.81430697441101
778,mc_0778,5.0,1.0,1.9069913767251534,20261603,17.027820392426293,17.027820392426293,0.0,True,100,2430,12,5,108,46,2384,0,0,108,0,2384,0.9194095799180328,0.8807297697745069,0.8110914312168969,7,7,True,False,False,1,1,101,19,2411,10,4,107,16,2395,0.9401041666666667,0.8833768477169623,0.8337329884465112,8,7,True,True,False,0.020694586748633892,0.0026470779424554447,0.022641557229614362,0,1,0,0.9982595320974662,27.193001985549927
779,mc_0779,5.0,1.0,3.997415877688918,20261604,17.018295368341942,17.018295368341942,0.0,True,99,2435,12,4,104,47,2388,2,1,105,18,2370,0.9181529180963274,0.8798001805907997,0.8038769491058673,7,7,True,False,False,2,1,101,35,2400,12,4,107,22,2378,0.9314939358558902,0.8661447413349993,0.8092250408903536,8,7,True,True,False,0.013341017759562868,-0.013655439255800372,0.005348091784486364,0,1,0,0.9983809600906662,26.670276880264282
780,mc_0780,5.0,1.0,2.789432119815473,20261605,16.84314791384103,16.84314791384103,0.0,True,94,2362,8,3,99,73,2289,0,0,99,0,2289,0.9179202896544085,0.889368905121602,0.8125588005175388,7,7,True,False,False,1,1,95,38,2324,8,3,99,33,2291,0.937344811512332,0.8823747722318094,0.8241347623493882,8,7,True,True,False,0.019424521857923427,-0.00699413288979267,0.01157596183184939,0,1,0,0.9979762001133328,24.964707136154175
781,mc_0781,5.0,1.0,2.9598634106761845,20261606,17.044626788618505,17.044626788618505,0.0,True,99,2419,10,4,105,54,2365,1,0,105,0,2365,0.9187585382513661,0.8323613305167266,0.751945987201542,7,7,True,False,False,2,1,100,11,2408,7,1,101,2,2406,0.9993169398907104,0.8285137752940186,0.8278597013477245,8,8,True,True,True,0.08055840163934425,-0.0038475552227079657,0.07591371414618242,1,1,1,0.9981785801019996,25.994952917099
782,mc_0782,5.0,1.0,3.293139383531366,20261607,17.027820392426293,17.027820392426293,0.0,True,102,2440,10,3,106,52,2388,0,0,106,0,2388,0.9226647882513661,0.8852844615279654,0.8126725246205948,7,7,True,False,False,1,1,103,24,2416,10,3,108,9,2407,0.9388020833333333,0.880668395966794,0.825559518244851,8,7,True,True,False,0.01613729508196715,-0.004616065561171334,0.01288699362425616,0,1,0,0.9987452440702663,27.000096082687378
783,mc_0783,5.0,1.0,5.243025504865478,20261608,16.840966201625733,16.840966201625733,0.0,True,96,2384,9,2,99,52,2332,0,0,99,0,2332,0.9261490294085069,0.8212718848172109,0.749227563631585,7,7,True,False,False,1,1,97,51,2333,7,1,98,2,2331,0.9946364781789987,0.822902630339524,0.8186518655346878,8,8,True,True,True,0.06848744877049184,0.0016307455223131262,0.06942430190310278,1,1,1,0.9967214441835991,24.7047061920166
784,mc_0784,5.0,1.0,1.4509911580315993,20261609,17.04193096544586,17.04193096544586,0.0,True,102,2401,12,4,110,34,2367,2,0,110,0,2367,0.8841515954780168,0.8870089735834323,0.7747981009498288,7,6,True,False,False,3,1,103,10,2391,12,4,110,19,2372,0.8939492389206397,0.8896780595339178,0.7868267726354365,8,6,True,True,False,0.009797643442622905,0.002669085950485428,0.012028671685607728,0,1,0,0.9989881000566664,27.93441390991211
785,mc_0785,5.0,1.0,0.24754536225898166,20261610,17.038393596540367,17.038393596540367,0.0,True,100,2481,9,3,105,110,2371,1,0,105,0,2371,0.9226647882513661,0.9399306332862001,0.864031480248881,7,7,True,False,False,2,1,101,80,2401,9,3,106,16,2385,0.9406911714480874,0.9061148256355964,0.8616942466405342,8,7,True,True,False,0.01802638319672134,-0.03381580765060366,-0.0023372336083468115,0,1,0,0.9967619201813325,25.92527985572815
786,mc_0786,5.0,1.0,0.5041221680158844,20261611,17.018295368341942,17.018295368341942,0.0,True,101,2445,11,3,105,54,2391,0,0,105,0,2391,0.9226647882513661,0.8460109293668134,0.7756352494914636,7,7,True,False,False,1,1,102,21,2424,11,3,107,11,2413,0.941374231557377,0.8381484310403976,0.7852122738883641,8,7,True,True,False,0.018709443306010876,-0.007862498326415834,0.009577024396900558,0,1,0,0.9985428640815996,24.957874298095703
787,mc_0787,5.0,1.0,1.7107091937995738,20261612,17.048388529750305,17.048388529750305,0.0,True,103,2404,9,3,108,15,2389,0,0,108,0,2389,0.94140625,0.9006875859978067,0.8454555875380455,8,7,True,True,False,0,0,103,0,2404,9,3,108,15,2389,0.94140625,0.9006875859978067,0.8454555875380455,8,7,True,True,False,0.0,0.0,0.0,0,0,0,1.0,25.376858711242676
788,mc_0788,5.0,1.0,5.392126116584712,20261613,17.00923872699247,17.00923872699247,0.0,True,100,2418,12,6,109,94,2324,1,0,109,0,2324,0.888671875,0.9128791670057774,0.8119694049769429,7,6,True,False,False,2,1,101,34,2384,10,4,107,27,2357,0.9342447916666666,0.9148430318918732,0.8490878235585398,7,7,True,False,False,0.04557291666666663,0.0019638648860957897,0.037118418581596924,1,0,0,0.997530964138266,24.845598936080933
789,mc_0789,5.0,1.0,0.5714418348303147,20261614,17.018295368341942,17.018295368341942,0.0,True,99,2432,14,5,107,80,2352,0,0,107,0,2352,0.9194095799180328,0.9107004021720196,0.8374073160048194,7,7,True,False,False,1,1,100,30,2402,12,4,106,32,2370,0.9401041666666667,0.9108640016701427,0.8552681592722698,8,7,True,True,False,0.020694586748633892,0.00016359949812305707,0.01786084326745041,0,1,0,0.9978952481178661,20.58926796913147
790,mc_0790,5.0,1.0,4.039680041378801,20261615,17.048388529750305,17.048388529750305,0.0,True,102,2389,10,3,108,26,2363,1,0,108,0,2363,0.9269232411202186,0.9055131910842544,0.8359208933669566,7,7,True,False,False,2,1,103,4,2385,10,3,108,7,2378,0.9420572916666667,0.9091473145772488,0.8512046062439156,8,7,True,True,False,0.015134050546448119,0.003634123492994412,0.015283712876958955,0,1,0,0.9991500040475998,20.508111238479614
791,mc_0791,5.0,1.0,3.277940957202039,20261616,16.864523609061386,16.864523609061386,0.0,True,95,2397,10,4,100,73,2324,0,0,100,0,2324,0.9218905765396543,0.8644773240713894,0.8109987353262089,7,7,True,False,False,1,1,97,47,2350,11,4,102,27,2323,0.9338974925232609,0.8640303727229102,0.8135108159627387,8,7,True,True,False,0.012006915983606592,-0.0004469513484792742,0.0025120806365297454,0,1,0,0.9966404921881324,19.98207378387451
792,mc_0792,5.0,1.0,0.6908933134708983,20261617,17.037207611762,17.037207611762,0.0,True,99,2412,11,5,108,65,2347,0,0,108,0,2347,0.8821984704780168,0.9174985294262021,0.8122202880551642,7,6,True,False,False,1,1,100,12,2400,9,3,104,32,2368,0.9518919472539731,0.9209862737074826,0.877824630708354,8,7,True,True,True,0.06969347677595628,0.0034877442812805137,0.06560434265318982,1,1,1,0.9984214360883996,20.16913676261902
793,mc_0793,5.0,1.0,4.696658095727115,20261618,17.040104933363203,17.040104933363203,0.0,True,101,2424,11,5,108,71,2353,0,0,108,0,2353,0.9187585382513661,0.9134510518721044,0.8331460313036676,7,7,True,False,False,1,1,102,12,2412,8,2,104,12,2400,0.9993169398907104,0.9063097014285468,0.9056556274822529,8,8,True,True,True,0.08055840163934425,-0.00714135044355757,0.07250959617858532,1,1,1,0.9979357241155995,24.63793683052063
794,mc_0794,5.0,1.0,4.468999822558509,20261619,17.027820392426293,17.027820392426293,0.0,True,99,2463,12,6,110,84,2379,0,0,110,0,2379,0.8563627049180328,0.9234744923147333,0.7985169123472748,6,6,True,False,False,1,1,102,44,2419,10,5,109,24,2395,0.8750401297814208,0.9214600799113049,0.8067595362800455,7,6,True,True,False,0.01867742486338797,-0.0020144124034284783,0.008242623932770643,0,1,0,0.9979762001133328,26.5367591381073
795,mc_0795,5.0,1.0,0.6451003950267311,20261620,16.957168580496962,16.957168580496962,0.0,True,99,2361,9,3,102,50,2311,0,0,102,0,2311,0.9213627049180328,0.8911968082518044,0.8134959543500342,7,7,True,False,False,1,1,100,10,2351,7,1,101,2,2349,0.9986979166666667,0.888644964933832,0.8874692223595746,8,8,True,True,True,0.07733521174863389,-0.0025518433179723132,0.0739732680095404,1,1,1,0.9982190560997328,24.722872018814087
796,mc_0796,5.0,1.0,1.2091136170732288,20261621,17.027820392426293,17.027820392426293,0.0,True,99,2494,15,7,110,117,2377,0,0,110,0,2377,0.876637934275831,0.8987206150537308,0.7921414936462888,7,6,True,False,False,1,1,100,58,2436,13,6,109,59,2377,0.8933622341392189,0.9079374771939427,0.8119674392767555,8,6,True,True,False,0.01672429986338786,0.00921686214021189,0.01982594563046669,0,1,0,0.9982190560997328,27.575909852981567
797,mc_0797,5.0,1.0,5.952963413998422,20261622,16.832616083945528,16.832616083945528,0.0,True,93,2361,11,5,102,116,2245,0,0,102,0,2245,0.9103187346881597,0.9183664502890576,0.8529840902489896,7,7,True,False,False,1,1,94,69,2292,8,3,98,42,2250,0.9714846329122034,0.9329667785598513,0.9056935855818247,8,8,True,True,True,0.061165898224043724,0.014600328270793717,0.05270949533283509,1,1,1,0.9971262041609326,25.4152250289917
798,mc_0798,5.0,1.0,4.690043123085433,20261623,17.027820392426293,17.027820392426293,0.0,True,102,2489,13,4,109,85,2404,1,0,109,0,2404,0.9213627049180328,0.8486087065951258,0.7832370045129831,7,7,True,False,False,1,1,103,54,2435,10,3,108,19,2416,0.936005806010929,0.8470192582177921,0.7972579142608437,8,7,True,True,False,0.014643101092896127,-0.0015894483773336576,0.014020909747860633,0,1,0,0.9974904881405326,27.4414119720459
799,mc_0799,5.0,1.0,4.605725541357785,20261624,17.018295368341942,17.018295368341942,0.0,True,97,2464,12,5,105,79,2385,1,0,105,0,2385,0.9259520150273224,0.8928979208075847,0.8222411567065271,7,7,True,False,False,2,1,98,41,2423,8,2,100,19,2404,0.9979508196721312,0.8879779850486189,0.8863318041882151,8,8,True,True,True,0.07199880464480879,-0.0049199357589657655,0.06409064748168802,1,1,1,0.9969643001699992,25.86995005607605
800,mc_0800,5.0,1.0,3.730422070931645,20261625,17.038393596540367,17.038393596540367,0.0,True,100,2422,11,4,107,73,2349,0,0,107,0,2349,0.9194415983606558,0.8880498045793176,0.8084682367827074,7,7,True,False,False,1,1,101,39,2383,8,1,102,2,2381,1.0,0.8788814727015439,0.8788814727015439,8,8,True,True,True,0.08055840163934425,-0.009168331877773661,0.07041323591883653,1,1,1,0.9976523921314661,26.31073307991028
801,mc_0801,5.0,1.0,1.7050857903335646,20261626,17.027820392426293,17.027820392426293,0.0,True,100,2430,11,5,107,43,2387,0,0,107,0,2387,0.8544095799180328,0.8721053580042484,0.7436788970843766,6,6,True,False,False,1,1,101,8,2422,8,2,103,9,2413,0.9317447916666667,0.8803370563313457,0.819522753767791,7,7,True,True,True,0.07733521174863389,0.008231698327097359,0.07584385668341442,1,1,1,0.9987857200679997,27.04114603996277
802,mc_0802,5.0,1.0,2.8355132294155077,20261627,17.027820392426293,17.027820392426293,0.0,True,101,2440,11,4,108,54,2386,0,0,108,0,2386,0.9213627049180328,0.8624505013508963,0.7958091351269874,7,7,True,False,False,1,1,102,22,2418,9,3,107,7,2411,0.9407231898907104,0.8577939901583422,0.8085181723217236,8,7,True,True,False,0.019360484972677505,-0.004656511192554058,0.012709037194736261,0,1,0,0.9985023880838663,27.53181290626526
803,mc_0803,5.0,1.0,4.913670634888084,20261628,17.044626788618505,17.044626788618505,0.0,True,102,2367,9,3,105,31,2336,0,0,105,0,2336,0.9226647882513661,0.9352671204829929,0.8631478014117548,7,7,True,False,False,1,1,103,3,2364,9,3,108,7,2357,0.9407552083333333,0.9406852774482961,0.8823252754163953,8,7,True,True,False,0.01809042008196715,0.0054181569653032335,0.019177474004640427,0,1,0,0.998826196065733,27.09520697593689
804,mc_0804,5.0,1.0,2.412967204733558,20261629,17.027820392426293,17.027820392426293,0.0,True,100,2478,14,5,108,67,2411,1,0,108,0,2411,0.9213627049180328,0.8542881389438459,0.7903271436139667,7,7,True,False,False,2,1,101,51,2427,12,4,107,19,2408,0.9400401297814207,0.8679913876470947,0.8154166818354486,8,7,True,True,False,0.01867742486338786,0.013703248703248794,0.025089538221481855,0,1,0,0.9976928681291994,27.444989919662476
805,mc_0805,5.0,1.0,2.6591241766522518,20261630,16.85484258107372,16.85484258107372,0.0,True,97,2320,8,2,100,25,2295,0,0,100,0,2295,0.9254979877418401,0.8732077514844148,0.803330778458895,7,7,True,False,False,1,1,98,9,2311,7,1,99,2,2309,0.9926513347363757,0.8768838419655659,0.8699096744325616,8,8,True,True,True,0.06715334699453557,0.0036760904811511397,0.06657889597366662,1,1,1,0.998947624058933,24.980297803878784
806,mc_0806,5.0,1.0,0.9115780668360539,20261631,17.038393596540367,17.038393596540367,0.0,True,101,2412,10,3,104,38,2374,0,0,104,0,2374,0.9226647882513661,0.8712885538270834,0.7998712568650916,7,7,True,False,False,1,1,102,11,2401,8,1,103,2,2399,0.9986338797814207,0.8789790962009458,0.8776425137168224,8,8,True,True,True,0.0759690915300546,0.007690542373862463,0.07777125685173081,1,1,1,0.9984214360883996,26.084378004074097
807,mc_0807,5.0,1.0,3.6391168854060427,20261632,17.027820392426293,17.027820392426293,0.0,True,102,2450,12,5,110,96,2354,0,0,110,0,2354,0.898426925101519,0.914857065845454,0.8218405103739956,7,7,True,False,False,1,1,103,30,2420,10,4,109,57,2363,0.9158022666315737,0.9164765633117501,0.8410191222118634,8,7,True,True,False,0.01737534153005471,0.0016194974662960826,0.01917861183786773,0,1,0,0.9982595320974662,27.286197900772095
808,mc_0808,5.0,1.0,3.9235321817172006,20261633,17.027820392426293,17.027820392426293,0.0,True,101,2411,10,4,105,40,2371,0,0,105,0,2371,0.9153118470748955,0.9167712105211032,0.8442681517298161,7,7,True,False,False,1,1,102,16,2395,10,4,108,16,2379,0.9333702487142398,0.9241085896846453,0.8616704664734199,8,7,True,True,False,0.018058401639344246,0.007337379163542046,0.017402314743603875,0,1,0,0.998947624058933,26.898585081100464
809,mc_0809,5.0,1.0,2.7995737961813565,20261634,17.027820392426293,17.027820392426293,0.0,True,100,2480,11,4,106,93,2387,0,0,106,0,2387,0.9126647882513661,0.9134021505393928,0.8369897237883219,7,7,True,False,False,1,1,101,62,2418,12,5,109,55,2363,0.9178731215846995,0.914113980815022,0.8399139468670518,8,7,True,True,False,0.00520833333333337,0.000711830275629266,0.0029242230787298595,0,1,0,0.9967619201813325,26.73301100730896
810,mc_0810,5.0,1.0,2.4436882108260383,20261635,17.023194609192984,17.023194609192984,0.0,True,100,2488,11,4,107,84,2404,0,0,107,0,2404,0.9213627049180328,0.8003576255039475,0.7245316594084317,7,7,True,False,False,1,1,101,49,2439,9,3,106,30,2409,0.9380549863387978,0.799594337373638,0.7473819003770059,8,7,True,True,False,0.016692281420764954,-0.0007632881303094585,0.022850240968574242,0,1,0,0.9981785801019996,26.636265993118286
811,mc_0811,5.0,1.0,4.441760673335151,20261636,16.88348079839632,16.88348079839632,0.0,True,95,2311,9,4,101,43,2268,0,0,101,0,2268,0.9254979877418401,0.9375948399254772,0.8637648412189443,7,7,True,False,False,1,1,96,2,2309,8,3,100,19,2290,0.9933023764030424,0.9349739187292444,0.9290004049599427,8,8,True,True,True,0.06780438866120231,-0.002620921196232806,0.06523556374099848,1,1,1,0.9991095280498664,25.140244245529175
812,mc_0812,5.0,1.0,5.111082807418814,20261637,17.044626788618505,17.044626788618505,0.0,True,98,2395,11,4,105,28,2367,0,0,105,0,2367,0.9211092876318465,0.8650767648331765,0.7908563369225989,7,7,True,False,False,1,1,99,4,2391,9,2,101,4,2387,0.9928839631782946,0.8688425696412609,0.8617664931291078,8,8,True,True,True,0.07177467554644812,0.0037658048080844164,0.07091015620650887,1,1,1,0.998947624058933,24.894474983215332
813,mc_0813,5.0,1.0,0.34723556964502195,20261638,17.037207611762,17.037207611762,0.0,True,102,2418,9,2,105,29,2389,0,0,105,0,2389,0.9301784494535519,0.9034216588447488,0.8351137022251964,7,7,True,False,False,1,1,103,12,2406,10,3,108,17,2389,0.9407231898907104,0.9006459860561071,0.8471103324855738,8,7,True,True,False,0.010544740437158473,-0.002775672788641659,0.011996630260377339,0,1,0,0.9987857200679997,25.503591299057007
814,mc_0814,5.0,1.0,6.200214007535344,20261639,17.027820392426293,17.027820392426293,0.0,True,99,2445,16,6,107,99,2346,0,0,107,0,2346,0.8913080601092896,0.8260378731633902,0.7184535796408853,7,6,True,False,False,1,1,101,26,2419,12,3,106,14,2405,0.9374359631147541,0.8052613621157179,0.7520548718992963,8,7,True,True,False,0.04612790300546443,-0.020776511047672308,0.03360129225841102,1,1,0,0.997288108151866,25.46826195716858
815,mc_0815,5.0,1.0,4.235219395814131,20261640,17.027820392426293,17.027820392426293,0.0,True,101,2440,13,5,108,56,2384,0,0,108,0,2384,0.9065036362905818,0.8776174694368439,0.795025959524386,7,7,True,False,False,1,1,102,11,2429,10,2,104,14,2415,0.9857599545965927,0.8854446749210139,0.8714080896776873,8,8,True,True,True,0.07925631830601088,0.00782720548416993,0.07638213015330131,1,1,1,0.9982595320974662,25.5366690158844
816,mc_0816,5.0,1.0,5.356217371559153,20261641,17.027820392426293,17.027820392426293,0.0,True,102,2467,13,3,108,44,2423,0,0,108,0,2423,0.9262721994535519,0.8402044099574961,0.7829983705131942,7,7,True,False,False,1,1,103,27,2440,10,1,104,2,2438,0.998046875,0.8541421073076969,0.8524959188002412,8,8,True,True,True,0.07177467554644812,0.013937697350200784,0.06949754828704702,1,1,1,0.9980166761110661,25.769644021987915
817,mc_0817,5.0,1.0,2.2578375908530353,20261642,17.027820392426293,17.027820392426293,0.0,True,101,2428,11,4,109,51,2377,0,0,109,0,2377,0.896455685692084,0.8919292214048524,0.8150999631068485,7,6,True,False,False,1,1,102,26,2402,8,2,105,15,2387,0.9681663243532862,0.9103775582846214,0.8867768770744575,8,7,True,True,True,0.0717106386612022,0.01844833687976899,0.071676913967609,1,1,1,0.9982190560997328,27.409305095672607
818,mc_0818,5.0,1.0,5.096848928615786,20261643,17.027820392426293,17.027820392426293,0.0,True,101,2408,9,3,106,55,2353,1,0,106,0,2353,0.9212986680327868,0.9501757096925187,0.8776517948632411,7,7,True,False,False,2,1,102,33,2375,9,3,107,18,2357,0.9400401297814207,0.9340242654479258,0.8793558184116461,8,7,True,True,False,0.018741461748633892,-0.016151444244592916,0.0017040235484050426,0,1,0,0.9981381041042662,27.116219758987427
819,mc_0819,5.0,1.0,1.9848593654859579,20261644,16.838349502017444,16.838349502017444,0.0,True,95,2346,8,3,99,64,2282,0,0,99,0,2282,0.9213627049180328,0.874614733860995,0.8118015358251249,7,7,True,False,False,1,1,96,42,2304,8,3,100,23,2281,0.9420572916666667,0.8844814696892692,0.828228401451665,8,7,True,True,False,0.020694586748633892,0.009866735828274242,0.016426865626540055,0,1,0,0.9973690601473326,25.20029878616333
820,mc_0820,5.0,1.0,0.4488523594009197,20261645,17.040104933363203,17.040104933363203,0.0,True,100,2417,12,5,108,58,2359,1,0,108,0,2359,0.9262721994535519,0.9265131178734121,0.8531664717980287,7,7,True,False,False,2,1,101,35,2382,9,2,103,8,2374,0.9966487363387978,0.9172043438587556,0.9142376046669156,8,8,True,True,True,0.07037653688524592,-0.009308774014656462,0.06107113286888688,1,1,1,0.9976928681291994,26.97031807899475
821,mc_0821,5.0,1.0,3.998950093223445,20261646,17.018295368341942,17.018295368341942,0.0,True,97,2474,13,4,105,109,2365,0,0,105,0,2365,0.9219497096994536,0.850071908110891,0.7944557477123053,7,7,True,False,False,1,1,98,73,2401,13,4,104,42,2359,0.9406911714480874,0.8584859713092463,0.8071428652066006,8,7,True,True,False,0.018741461748633892,0.00841406319835536,0.012687117494295297,0,1,0,0.9969238241722659,22.66038703918457
822,mc_0822,5.0,1.0,2.977991291285774,20261647,17.040883946023158,17.040883946023158,0.0,True,101,2418,11,4,105,28,2390,0,0,105,0,2390,0.9226647882513661,0.8689974739943673,0.7984145110790507,7,7,True,False,False,1,1,102,8,2410,11,4,108,8,2402,0.94140625,0.8748018955754182,0.8203638292534865,8,7,True,True,False,0.018741461748633892,0.005804421581050878,0.021949318174435795,0,1,0,0.9991095280498664,22.36401891708374
823,mc_0823,5.0,1.0,2.2281092492187544,20261648,17.023194609192984,17.023194609192984,0.0,True,101,2479,12,5,112,95,2384,1,0,112,0,2384,0.8701275176091643,0.8826991189495914,0.7703368713516966,7,6,True,False,False,2,1,102,64,2415,12,5,110,50,2365,0.8864355777184539,0.8969349649188288,0.789052550976543,8,6,True,True,False,0.016308060109289646,0.014235845969237437,0.018715679624846437,0,1,0,0.9971262041609326,22.577105045318604
824,mc_0824,5.0,1.0,1.7916649359940993,20261649,17.034607659265447,17.034607659265447,0.0,True,101,2465,12,5,110,98,2367,0,0,110,0,2367,0.8893737349288113,0.8894665527218486,0.7979417181294215,7,6,True,False,False,1,1,102,57,2408,11,4,108,26,2382,0.9120854835626911,0.8850534773944059,0.8090484459671041,8,6,True,True,False,0.022711748633879814,-0.004413075327442728,0.011106727837682628,0,1,0,0.9980166761110661,20.86289095878601
825,mc_0825,5.0,1.0,0.4597587008965844,20261650,17.018295368341942,17.018295368341942,0.0,True,99,2432,14,5,107,66,2366,0,0,107,0,2366,0.9259520150273224,0.8944752797946507,0.828658663524154,7,7,True,False,False,1,1,100,31,2401,12,4,106,19,2382,0.941374231557377,0.8935625191026803,0.8398852619693388,8,7,True,True,False,0.0154222165300546,-0.0009127606919704379,0.01122659844518481,0,1,0,0.9979762001133328,20.5880069732666
826,mc_0826,5.0,1.0,0.9244462375223773,20261651,17.018295368341942,17.018295368341942,0.0,True,100,2410,11,3,104,46,2364,0,0,104,0,2364,0.9226647882513661,0.8825445652386616,0.8125030589414722,7,7,True,False,False,1,1,101,30,2380,10,3,106,14,2366,0.9393890881147541,0.886264505293112,0.8300066204226956,8,7,True,True,False,0.01672429986338797,0.0037199400544503103,0.01750356148122334,0,1,0,0.9984619120861329,20.465426206588745
827,mc_0827,5.0,1.0,5.136314482573051,20261652,17.034607659265447,17.034607659265447,0.0,True,100,2407,11,5,107,72,2335,0,0,107,0,2335,0.9213627049180328,0.9405400190878996,0.866652243327155,7,7,True,False,False,1,1,101,17,2390,10,4,107,22,2368,0.9407552083333333,0.9354127485725661,0.8811847206295849,8,7,True,True,False,0.01939250341530041,-0.005127270515333571,0.014532477302429903,0,1,0,0.9983404840929329,20.539589881896973
828,mc_0828,5.0,1.0,5.962714728953168,20261653,17.040104933363203,17.040104933363203,0.0,True,100,2467,10,3,104,60,2407,0,0,104,0,2407,0.9226647882513661,0.8472326663957355,0.7842581676369418,7,7,True,False,False,1,1,101,31,2436,10,3,106,19,2417,0.9420572916666667,0.8467478276948517,0.796547398359883,8,7,True,True,False,0.019392503415300633,-0.0004848387008837829,0.012289230722941191,0,1,0,0.9978142961223995,19.999297618865967
829,mc_0829,5.0,1.0,0.7724594230635612,20261654,17.027820392426293,17.027820392426293,0.0,True,102,2456,12,5,110,81,2375,1,0,110,0,2375,0.8959481884807239,0.8941158674365254,0.8064250756418492,7,6,True,False,False,2,1,103,45,2411,11,4,109,25,2386,0.9107513817867349,0.8914090154649675,0.8137759602015804,8,6,True,True,False,0.014803193306010987,-0.0027068519715578443,0.007350884559731208,0,1,0,0.9983404840929329,20.996912956237793
830,mc_0830,5.0,1.0,0.6628119537159263,20261655,17.027820392426293,17.027820392426293,0.0,True,100,2468,13,5,107,69,2399,1,1,108,11,2388,0.9099254864495643,0.88753456125559,0.8003641488310065,7,7,True,False,False,1,1,101,39,2429,11,4,107,21,2408,0.9306200731981982,0.8816969289682806,0.8173337658901643,8,7,True,True,False,0.020694586748633892,-0.005837632287309491,0.016969617059157782,0,1,0,0.9984619120861329,20.787114143371582
831,mc_0831,5.0,1.0,5.57740305815889,20261656,17.044626788618505,17.044626788618505,0.0,True,102,2394,12,4,108,40,2354,0,0,108,0,2354,0.9194095799180328,0.9158347654555183,0.8353684416977543,7,7,True,False,False,1,1,103,2,2392,9,1,104,2,2390,0.9986658982240437,0.9133316504011737,0.9120313419121879,8,8,True,True,True,0.07925631830601088,-0.00250311505434464,0.07666290021443367,1,1,1,0.9983809600906662,20.365297079086304
832,mc_0832,5.0,1.0,0.9568460768977916,20261657,17.015217647302862,17.015217647302862,0.0,True,101,2426,12,5,111,74,2352,0,0,111,0,2352,0.876637934275831,0.9078843689526392,0.7916769278104817,7,6,True,False,False,1,1,102,21,2405,11,4,110,30,2375,0.8966494609151752,0.9022288493343537,0.8069213334684682,8,6,True,True,False,0.020011526639344135,-0.005655519618285587,0.01524440565798646,0,1,0,0.9985833400793329,20.93376588821411
833,mc_0833,5.0,1.0,2.898745438441988,20261658,17.034607659265447,17.034607659265447,0.0,True,101,2435,12,6,110,112,2323,0,0,110,0,2323,0.890625,0.938657565274954,0.8325220341394229,7,6,True,False,False,1,1,102,39,2396,9,3,107,17,2379,0.9387700648907104,0.91779867093305,0.8642489902174497,8,7,True,True,False,0.048145064890710354,-0.020858894341904022,0.03172695607802678,1,1,0,0.9972476321541326,20.8753559589386
834,mc_0834,5.0,1.0,0.5756963104617037,20261659,16.82746389211387,16.82746389211387,0.0,True,96,2361,10,3,101,70,2291,0,0,101,0,2291,0.9205884932063211,0.8826516288810848,0.8215654904149142,7,7,True,False,False,1,1,97,39,2322,10,3,101,26,2296,0.9367257882882882,0.873983312971462,0.818749566176237,8,7,True,True,False,0.01613729508196715,-0.008668315909622804,-0.00281592423867727,0,1,0,0.9968833481745325,19.583715677261353
