realisation,run_source,delta_v_kms,velocity_sigma_kms,velocity_direction_angle_rad,velocity_seed,stage1_fracture_scale_pc,archived_stage1_fracture_scale_pc,stage1_fracture_abs_error_pc,exact_spatial_reconstruction,stage1_groups,stage1_grouped_stars,forward_s2_first_significant_flags,forward_s2_first_accepted_splits,forward_s2_first_final_groups,forward_s2_first_orphans,forward_s2_first_grouped_stars,forward_s3_second_significant_flags,forward_s3_second_accepted_splits,forward_s3_second_final_groups,forward_s3_second_orphans,forward_s3_second_grouped_stars,forward_mean_completeness,forward_mean_purity,forward_mean_jaccard,forward_templates_detected_ge50pct,forward_strict_recoveries_of_8,forward_overlap_best_groups_separate,forward_formal_overlap_resolved,forward_strict_overlap_resolved,reverse_s3_first_significant_flags,reverse_s3_first_accepted_splits,reverse_s3_first_final_groups,reverse_s3_first_orphans,reverse_s3_first_grouped_stars,reverse_s2_second_significant_flags,reverse_s2_second_accepted_splits,reverse_s2_second_final_groups,reverse_s2_second_orphans,reverse_s2_second_grouped_stars,reverse_mean_completeness,reverse_mean_purity,reverse_mean_jaccard,reverse_templates_detected_ge50pct,reverse_strict_recoveries_of_8,reverse_overlap_best_groups_separate,reverse_formal_overlap_resolved,reverse_strict_overlap_resolved,delta_completeness_reverse_minus_forward,delta_purity_reverse_minus_forward,delta_jaccard_reverse_minus_forward,delta_strict_recoveries_reverse_minus_forward,delta_formal_overlap_reverse_minus_forward,delta_strict_overlap_reverse_minus_forward,same_retention_fraction,elapsed_seconds
281,mc_0281,5.0,1.0,2.6313248110701726,20261106,17.027820392426293,17.027820392426293,0.0,True,100,2446,11,4,106,81,2365,0,0,106,0,2365,0.9202138078592093,0.8954415798518652,0.8187862034678983,7,7,True,False,False,1,1,101,36,2410,11,4,107,22,2388,0.9349209458373513,0.8750556032104455,0.8212811493777556,8,7,True,True,False,0.014707137978142049,-0.020385976641419723,0.0024949459098573268,0,1,0,0.9974500121427993,20.50062394142151
282,mc_0282,5.0,1.0,4.336293897672076,20261107,17.027820392426293,17.027820392426293,0.0,True,102,2454,14,5,109,57,2397,0,0,109,0,2397,0.9318113900273224,0.8929387960447412,0.8351501593626618,8,7,True,True,False,0,0,102,0,2454,14,5,109,57,2397,0.9318113900273224,0.8929387960447412,0.8351501593626618,8,7,True,True,False,0.0,0.0,0.0,0,0,0,1.0,21.09818196296692
283,mc_0283,5.0,1.0,0.05890372623302042,20261108,17.043204459850088,17.043204459850088,0.0,True,102,2455,9,2,105,30,2425,0,0,105,0,2425,0.9301784494535519,0.8704354216909349,0.8027471950483162,7,7,True,False,False,1,1,103,51,2404,10,3,108,14,2390,0.9373719262295082,0.8780773741590873,0.8223571343048713,8,7,True,True,False,0.007193476775956276,0.007641952468152358,0.019609939256555187,0,1,0,0.9974500121427993,20.509898900985718
284,mc_0284,5.0,1.0,5.798953084095778,20261109,17.027820392426293,17.027820392426293,0.0,True,99,2462,11,5,108,113,2349,0,0,108,0,2349,0.9213627049180328,0.9213740216664317,0.8611708212134002,7,7,True,False,False,1,1,100,85,2377,8,2,102,4,2373,0.998046875,0.9179574492851761,0.9164169563274296,8,8,True,True,True,0.07668417008196715,-0.0034165723812555893,0.05524613511402943,1,1,1,0.9968428721767991,20.487645149230957
285,mc_0285,5.0,1.0,4.7194393564493105,20261110,16.818424617458945,16.818424617458945,0.0,True,97,2314,11,5,105,51,2263,0,0,105,0,2263,0.8765147642307859,0.9420017623142624,0.8186943359333839,7,6,True,False,False,1,1,98,8,2306,10,4,104,20,2286,0.8919369807608406,0.9373475069951134,0.8295616200504389,8,6,True,True,False,0.015422216530054711,-0.004654255319148981,0.010867284117054954,0,1,0,0.998826196065733,20.66138768196106
286,mc_0286,5.0,1.0,0.9097428311194617,20261111,17.037207611762,17.037207611762,0.0,True,102,2457,14,4,109,60,2397,0,0,109,0,2397,0.9239668715846995,0.8694137994706161,0.8000448254607294,7,7,True,False,False,1,1,103,31,2426,13,3,108,15,2411,0.9393250512295082,0.8665808623963343,0.8096593718374938,8,7,True,True,False,0.015358179644808678,-0.002832937074281894,0.009614546376764399,0,1,0,0.9986238160770663,21.146146774291992
287,mc_0287,5.0,1.0,5.7185644898425565,20261112,16.819040197479662,16.81904019747966,3.552713678800501e-15,True,96,2337,9,3,100,54,2283,2,0,100,0,2283,0.9186353682063211,0.9057875900994454,0.8365005247857923,7,7,True,False,False,2,1,97,25,2312,7,2,99,23,2289,0.9823734146544085,0.9060362715096426,0.8894710585836583,8,8,True,True,True,0.06373804644808745,0.0002486814101971824,0.05297053379786598,1,1,1,0.998704768072533,19.5861759185791
288,mc_0288,5.0,1.0,2.6130813439913254,20261113,17.027820392426293,17.027820392426293,0.0,True,100,2477,10,4,107,85,2392,0,0,107,0,2392,0.876573897390585,0.8840005948759048,0.7756518434839709,7,6,True,False,False,1,1,101,47,2430,10,4,109,24,2406,0.8973325210244649,0.8643759208540104,0.7826735346878435,8,6,True,True,False,0.020758623633879925,-0.019624674021894384,0.0070216912038726376,0,1,0,0.9975714401359993,21.22139811515808
289,mc_0289,5.0,1.0,4.089929378756352,20261114,17.00923872699247,17.00923872699247,0.0,True,101,2491,12,4,108,95,2396,0,0,108,0,2396,0.8792421009424977,0.8626457497054142,0.7680991436378478,7,6,True,False,False,1,1,102,50,2441,12,4,110,32,2409,0.8940773126911314,0.8622504733563915,0.7716422254683953,8,6,True,True,False,0.014835211748633781,-0.0003952763490226996,0.003543081830547523,0,1,0,0.9976928681291994,21.093069076538086
290,mc_0290,5.0,1.0,1.6713792859545484,20261115,17.027820392426293,17.027820392426293,0.0,True,101,2441,15,7,113,98,2343,0,0,113,0,2343,0.8602444916528802,0.9221818097524839,0.79828080792202,7,5,True,False,False,1,1,102,27,2414,12,5,111,39,2375,0.8953793960244649,0.92371210728514,0.8252249100403025,8,6,True,True,False,0.03513490437158473,0.0015302975326560997,0.026944102118282465,1,1,0,0.9977333441269327,22.195945024490356
291,mc_0291,5.0,1.0,2.1127249354809305,20261116,17.027820392426293,17.027820392426293,0.0,True,100,2453,11,5,106,78,2375,0,0,106,0,2375,0.9104098862905818,0.9119985447014778,0.8324991498047827,7,7,True,False,False,1,1,101,35,2418,11,5,107,31,2387,0.928468287929926,0.9060300762330094,0.8422393066388101,8,7,True,True,False,0.018058401639344135,-0.005968468468468435,0.009740156834027403,0,1,0,0.9968428721767991,21.17093300819397
292,mc_0292,5.0,1.0,0.09715046553774578,20261117,17.048388529750305,17.048388529750305,0.0,True,102,2386,11,4,108,49,2337,0,0,108,0,2337,0.9194095799180328,0.9267703723765779,0.8463040486188138,7,7,True,False,False,1,1,103,12,2374,10,3,108,8,2366,0.9407231898907104,0.9239429914241969,0.8672159752709512,8,7,True,True,False,0.021313609972677505,-0.002827380952380998,0.02091192665213737,0,1,0,0.9986642920747997,20.48147988319397
293,mc_0293,5.0,1.0,4.747140193823421,20261118,16.834318550447,16.834318550447,0.0,True,96,2350,10,4,101,72,2278,2,0,101,0,2278,0.9179843265396543,0.9107587671173701,0.8313163951976732,7,7,True,False,False,3,1,97,35,2315,9,4,102,39,2276,0.9360427281789987,0.91395830142544,0.8537333285158909,8,7,True,True,False,0.018058401639344357,0.0031995343080698513,0.022416933318217702,0,1,0,0.9980571521087995,20.0538809299469
294,mc_0294,5.0,1.0,3.769090729252548,20261119,17.040104933363203,17.040104933363203,0.0,True,100,2398,12,6,109,89,2309,1,0,109,0,2309,0.8396886514889457,0.962187913003169,0.8059333532497273,7,5,True,False,False,2,1,101,28,2370,10,4,108,29,2341,0.8966814793577982,0.940228206043462,0.8398964423448319,8,6,True,True,False,0.056992827868852514,-0.02195970695970695,0.03396308909510459,1,1,0,0.9965190641949324,20.92481517791748
295,mc_0295,5.0,1.0,3.020212331011902,20261120,17.002592321749205,17.002592321749205,0.0,True,100,2474,10,3,105,74,2400,1,0,105,0,2400,0.9226647882513661,0.8697659719750237,0.799293810478021,7,7,True,False,False,2,1,101,40,2434,8,1,102,2,2432,0.9986338797814207,0.8512227104618408,0.8500800336941641,8,8,True,True,True,0.0759690915300546,-0.018543261513182863,0.05078622321614312,1,1,1,0.9970047761677325,20.43900489807129
296,mc_0296,5.0,1.0,1.5009030832617547,20261121,16.90541127542256,16.90541127542256,0.0,True,98,2303,10,4,103,43,2260,0,0,103,0,2260,0.8732595558974525,0.9426218180674887,0.8219034633129286,7,6,True,False,False,1,1,99,3,2300,10,4,105,28,2272,0.8939541426460864,0.9426218180674887,0.8425980500615625,8,6,True,True,False,0.020694586748633892,0.0,0.020694586748633892,0,1,0,0.9988666720634664,20.123791217803955
297,mc_0297,5.0,1.0,3.659890720755082,20261122,17.038393596540367,17.038393596540367,0.0,True,100,2446,12,5,109,88,2358,0,0,109,0,2358,0.876637934275831,0.8716919430249273,0.7661932921715848,7,6,True,False,False,1,1,101,47,2399,9,2,104,26,2373,0.9539731460244649,0.8792084972606301,0.8333195965299544,8,7,True,True,True,0.07733521174863389,0.007516554235702855,0.06712630435836953,1,1,1,0.9969643001699992,20.774935722351074
298,mc_0298,5.0,1.0,5.305988443823924,20261123,16.94234526608382,16.94234526608382,0.0,True,98,2342,10,4,102,56,2286,1,0,102,0,2286,0.9019292806680947,0.898132989295684,0.801464395155632,7,7,True,False,False,2,1,99,17,2325,10,4,104,25,2300,0.9206387239741056,0.8955488034474316,0.8184891709825929,8,7,True,True,False,0.018709443306010876,-0.002584185848252374,0.017024775826960936,0,1,0,0.9983809600906662,20.44541597366333
299,mc_0299,5.0,1.0,5.379721945442824,20261124,17.044626788618505,17.044626788618505,0.0,True,99,2419,12,5,107,59,2360,1,0,107,0,2360,0.9269232411202186,0.917216797870078,0.8539140701767541,7,7,True,False,False,2,1,100,16,2403,12,5,107,33,2370,0.9407231898907104,0.9245066770996757,0.8709434067782658,8,7,True,True,False,0.013799948770491732,0.007289879229597673,0.017029336601511624,0,1,0,0.998704768072533,21.284909963607788
300,mc_0300,5.0,1.0,3.3549467690992802,20261125,17.027820392426293,17.027820392426293,0.0,True,101,2445,12,4,107,44,2401,0,0,107,0,2401,0.9200606215846995,0.8481657490316583,0.779691937631983,7,7,True,False,False,1,1,102,17,2428,11,3,106,21,2407,0.939421106557377,0.85699322666117,0.8031448794891488,8,7,True,True,False,0.019360484972677505,0.008827477629511638,0.023452941857165843,0,1,0,0.9983809600906662,21.306648015975952
301,mc_0301,5.0,1.0,3.8361348442461067,20261126,17.04866116096138,17.04866116096138,0.0,True,100,2399,11,4,106,9,2390,0,0,106,0,2390,0.9420572916666667,0.8672972957557068,0.8110442275181025,8,7,True,True,False,0,0,100,0,2399,11,4,106,9,2390,0.9420572916666667,0.8672972957557068,0.8110442275181025,8,7,True,True,False,0.0,0.0,0.0,0,0,0,1.0,21.6534321308136
302,mc_0302,5.0,1.0,5.724139677149101,20261127,16.830611544331223,16.830611544331223,0.0,True,96,2342,9,4,100,77,2265,1,0,100,0,2265,0.9155333461474975,0.9172018139140212,0.8352075592140575,7,7,True,False,False,2,1,97,27,2315,7,2,99,16,2299,0.9889302894535085,0.9140303938308363,0.903959686852329,8,8,True,True,True,0.07339694330601099,-0.0031714200831849393,0.06875212763827143,1,1,1,0.9976523921314661,21.83808398246765
303,mc_0303,5.0,1.0,2.6937148135531634,20261128,17.00500898166483,17.00500898166483,0.0,True,98,2419,10,4,102,43,2376,1,0,102,0,2376,0.9239668715846995,0.8329070482078325,0.7892481228890711,7,7,True,False,False,2,1,99,18,2401,8,2,101,11,2390,0.994599556010929,0.8491752979319644,0.8446145732683061,8,8,True,True,True,0.0706326844262295,0.01626824972413199,0.055366450379235044,1,1,1,0.9986238160770663,22.724447011947632
304,mc_0304,5.0,1.0,1.3764490014498683,20261129,17.015217647302862,17.015217647302862,0.0,True,100,2419,10,3,104,48,2371,0,0,104,0,2371,0.9226647882513661,0.9127395354247356,0.8364743554901427,7,7,True,False,False,1,1,102,30,2389,10,3,107,11,2378,0.9406911714480874,0.8899522568447475,0.8406115071838259,8,7,True,True,False,0.01802638319672134,-0.02278727857998808,0.0041371516936832275,0,1,0,0.9984214360883996,23.42476201057434
305,mc_0305,5.0,1.0,0.5072078751124551,20261130,17.040104933363203,17.040104933363203,0.0,True,101,2426,14,5,108,45,2381,1,0,108,0,2381,0.911288691760138,0.8601478044774663,0.7819220222582774,7,7,True,False,False,2,1,102,2,2424,13,4,108,26,2398,0.931919241623526,0.8719899097406242,0.8050595683903221,8,7,True,True,False,0.02063054986338797,0.011842105263157876,0.023137546132044662,0,1,0,0.9991500040475998,24.67249584197998
306,mc_0306,5.0,1.0,1.2362941454801513,20261131,17.027820392426293,17.027820392426293,0.0,True,102,2454,16,3,106,63,2391,1,0,106,0,2391,0.9226647882513661,0.8744804571943039,0.8001950186518645,7,7,True,False,False,2,1,103,37,2417,14,3,108,18,2399,0.936005806010929,0.8655001107525269,0.8100276973317493,8,7,True,True,False,0.013341017759562868,-0.008980346441777032,0.009832678679884799,0,1,0,0.9982190560997328,24.964916229248047
307,mc_0307,5.0,1.0,5.380944725964812,20261132,17.018295368341942,17.018295368341942,0.0,True,100,2455,12,5,106,108,2347,1,0,106,0,2347,0.8779400176091643,0.8985395503210069,0.7806029260500148,7,6,True,False,False,2,1,101,17,2438,12,5,109,68,2370,0.8973325210244649,0.8928360601258992,0.7942536564699729,8,6,True,True,False,0.019392503415300633,-0.00570349019510763,0.013650730419958124,0,1,0,0.9985833400793329,24.993882179260254
308,mc_0308,5.0,1.0,0.8665982482025579,20261133,17.027820392426293,17.027820392426293,0.0,True,101,2444,13,5,108,90,2354,0,0,108,0,2354,0.9071546779572485,0.897020569373022,0.8072322500192499,7,7,True,False,False,1,1,102,23,2421,10,2,104,9,2412,0.9850128576020571,0.88259215049224,0.8687585088333148,8,8,True,True,True,0.07785817964480868,-0.014428418880781946,0.06152625881406493,1,1,1,0.997409536145066,24.032881021499634
309,mc_0309,5.0,1.0,4.149599657817176,20261134,17.048388529750305,17.048388529750305,0.0,True,100,2377,12,5,105,36,2341,2,0,105,0,2341,0.9226647882513661,0.9525268449716666,0.8802834295762254,7,7,True,False,False,3,1,101,2,2375,12,5,108,22,2353,0.9406911714480874,0.9591057923400877,0.8997969637881752,8,7,True,True,False,0.01802638319672134,0.006578947368421129,0.01951353421194979,0,1,0,0.9992714320407998,24.658289909362793
310,mc_0310,5.0,1.0,1.6602541077600166,20261135,17.033237458955394,17.033237458955394,0.0,True,99,2502,14,5,109,101,2401,1,0,109,0,2401,0.9239668715846995,0.8938091600934659,0.8257455296229742,7,7,True,False,False,2,1,100,73,2429,12,4,107,30,2399,0.9387700648907104,0.8873476759371667,0.833867807789827,8,7,True,True,False,0.014803193306010876,-0.006461484156299213,0.008122278166852848,0,1,0,0.9979762001133328,24.181607246398926
311,mc_0311,5.0,1.0,2.695706816401257,20261136,17.023194609192984,17.023194609192984,0.0,True,100,2417,10,3,105,48,2369,0,0,105,0,2369,0.9187585382513661,0.8549777569174121,0.7753967476489028,7,7,True,False,False,1,1,101,21,2396,7,0,101,0,2396,0.9939485143442623,0.8550548372132192,0.849404286270412,8,8,True,True,True,0.07518997609289624,7.708029580710818e-05,0.07400753862150922,1,1,1,0.9978547721201327,23.068207025527954
312,mc_0312,5.0,1.0,1.1261380652962036,20261137,17.048388529750305,17.048388529750305,0.0,True,99,2389,14,6,108,61,2328,0,0,108,0,2328,0.8966862658428556,0.9273776818419674,0.8240639476848232,7,6,True,False,False,1,1,100,2,2387,14,6,108,45,2342,0.9092161497226371,0.9273776818419674,0.8365938315646047,8,6,True,True,False,0.01252988387978149,0.0,0.01252988387978149,0,1,0,0.9993523840362665,25.358137845993042
313,mc_0313,5.0,1.0,5.406904098577764,20261138,16.82746389211387,16.82746389211387,0.0,True,96,2321,9,3,99,65,2256,1,1,100,16,2240,0.9179843265396543,0.9334540114368909,0.8517402436890842,7,7,True,False,False,1,1,97,37,2284,9,3,101,21,2263,0.935359668069709,0.9200994363309016,0.8616501020843212,8,7,True,True,False,0.01737534153005471,-0.013354575105989253,0.009909858395237059,0,1,0,0.9980166761110661,22.363243103027344
314,mc_0314,5.0,1.0,5.226866034909616,20261139,17.018295368341942,17.018295368341942,0.0,True,101,2442,11,4,108,55,2387,0,0,108,0,2387,0.9194095799180328,0.8954352566238859,0.8213012357900987,7,7,True,False,False,1,1,102,35,2407,9,3,107,15,2392,0.939453125,0.899380963694593,0.8463647945403641,8,7,True,True,False,0.02004354508196715,0.003945707070707072,0.025063558750265336,0,1,0,0.9981785801019996,24.84948492050171
315,mc_0315,5.0,1.0,0.25877393898129475,20261140,17.053643759695195,17.053643759695195,0.0,True,102,2410,11,4,108,37,2373,0,0,108,0,2373,0.9194095799180328,0.8708690620437065,0.7902786419617394,7,7,True,False,False,1,1,103,2,2408,10,3,108,7,2401,0.9407231898907104,0.8696554698106969,0.8112481781002201,8,7,True,True,False,0.021313609972677505,-0.0012135922330096527,0.020969536138480738,0,1,0,0.998704768072533,25.347501754760742
316,mc_0316,5.0,1.0,1.5333759945358516,20261141,17.034607659265447,17.034607659265447,0.0,True,102,2446,13,5,108,66,2380,0,0,108,0,2380,0.9051767119397603,0.9217292372414553,0.8357027219940658,7,7,True,False,False,1,1,103,30,2416,12,5,110,21,2395,0.9219010118031483,0.9242547474455369,0.8520572367142636,8,7,True,True,False,0.01672429986338797,0.002525510204081649,0.016354514720197777,0,1,0,0.9980976281065328,24.83204984664917
317,mc_0317,5.0,1.0,5.371096926085756,20261142,17.027820392426293,17.027820392426293,0.0,True,101,2436,13,5,107,84,2352,0,0,107,0,2352,0.8779400176091643,0.9041354116578272,0.7898159483822795,7,6,True,False,False,1,1,102,31,2405,13,5,110,29,2376,0.8960304376911314,0.9055117782791612,0.8080863195635649,8,6,True,True,False,0.01809042008196715,0.001376366621334002,0.018270371181285383,0,1,0,0.9980571521087995,24.126920223236084
318,mc_0318,5.0,1.0,2.6686970274185815,20261143,16.88348079839632,16.88348079839632,0.0,True,98,2322,9,4,103,57,2265,1,0,103,0,2265,0.8732595558974525,0.9128318437034636,0.7893249416019081,7,6,True,False,False,2,1,99,12,2310,9,4,105,30,2280,0.8899838557608406,0.9065032331153061,0.8034797457371758,8,6,True,True,False,0.01672429986338808,-0.0063286105881574795,0.014154804135267707,0,1,0,0.9980166761110661,23.3215389251709
319,mc_0319,5.0,1.0,0.3688933479470108,20261144,17.027820392426293,17.027820392426293,0.0,True,101,2496,15,5,109,113,2383,0,0,109,0,2383,0.9266030566939891,0.9082436996397902,0.8481071621723101,7,7,True,False,False,1,1,102,47,2449,14,5,109,70,2379,0.9305093066939891,0.9192523718634156,0.8547784422810902,8,7,True,True,False,0.00390625,0.011008672223625338,0.006671280108780153,0,1,0,0.9988666720634664,24.638996839523315
320,mc_0320,5.0,1.0,5.142275108010306,20261145,17.023194609192984,17.023194609192984,0.0,True,100,2438,14,5,107,62,2376,3,0,107,0,2376,0.9187585382513661,0.8633001902376591,0.7838161494737302,7,7,True,False,False,4,1,101,20,2418,11,2,103,6,2412,0.998014856557377,0.8614740499454767,0.8596608804383261,8,8,True,True,True,0.07925631830601088,-0.001826140292182421,0.07584473096459587,1,1,1,0.9981381041042662,24.747658014297485
321,mc_0321,5.0,1.0,6.280735106567419,20261146,17.027820392426293,17.027820392426293,0.0,True,102,2400,10,3,105,26,2374,1,0,105,0,2374,0.9226647882513661,0.8763435572377847,0.8000783773031918,7,7,True,False,False,2,1,103,5,2395,8,1,104,2,2393,0.9945675375683061,0.8751530810473085,0.8697469873361797,8,8,True,True,True,0.07190274931693996,-0.0011904761904761862,0.06966861003298797,1,1,1,0.998826196065733,24.803745985031128
322,mc_0322,5.0,1.0,3.516239023020669,20261147,17.027820392426293,17.027820392426293,0.0,True,101,2455,13,4,110,49,2406,0,0,110,0,2406,0.8828495121446834,0.8668459723997167,0.7609415888963287,7,6,True,False,False,1,1,102,23,2432,13,4,110,28,2404,0.8940452942485085,0.8787522607538375,0.7796879672784065,8,6,True,True,False,0.011195782103825103,0.011906288354120775,0.018746378382077822,0,1,0,0.9984619120861329,24.55838394165039
323,mc_0323,5.0,1.0,4.14736363553846,20261148,17.033237458955394,17.033237458955394,0.0,True,102,2452,10,4,108,71,2381,0,0,108,0,2381,0.9187585382513661,0.8919842173622485,0.8177896810262371,7,7,True,False,False,1,1,103,32,2420,7,1,104,2,2418,0.9966807547814207,0.8927337062726509,0.8899822890244717,8,8,True,True,True,0.0779222165300546,0.000749488910402385,0.07219260799823468,1,1,1,0.9968023961790659,23.595689058303833
324,mc_0324,5.0,1.0,1.3274025778253236,20261149,17.023194609192984,17.023194609192984,0.0,True,102,2452,12,4,108,60,2392,0,0,108,0,2392,0.9194095799180328,0.8815247183715204,0.813155169116573,7,7,True,False,False,1,1,103,34,2418,10,3,107,26,2392,0.9387700648907104,0.8944195639702686,0.8400327519315116,8,7,True,True,False,0.019360484972677505,0.012894845598748206,0.026877582814938572,0,1,0,0.9978952481178661,21.491002798080444
325,mc_0325,5.0,1.0,3.9147821511209795,20261150,17.038393596540367,17.038393596540367,0.0,True,101,2432,12,5,108,62,2370,2,1,109,9,2361,0.9239668715846995,0.9229311600779094,0.8479317765787602,7,7,True,False,False,2,1,102,39,2393,9,2,104,3,2390,0.998046875,0.9139635018731942,0.9121646440051739,8,8,True,True,True,0.07408000341530052,-0.008967658204715234,0.06423286742641376,1,1,1,0.9985833400793329,20.534269332885742
326,mc_0326,5.0,1.0,5.232631711066271,20261151,17.034607659265447,17.034607659265447,0.0,True,100,2449,12,5,108,84,2365,0,0,108,0,2365,0.9187585382513661,0.8814733971301767,0.8018923878616675,7,7,True,False,False,1,1,101,36,2413,9,2,103,20,2393,0.9986979166666667,0.8785350667297593,0.8773936513747191,8,8,True,True,True,0.07993937841530063,-0.002938330400417355,0.07550126351305164,1,1,1,0.9974904881405326,21.127172231674194
327,mc_0327,5.0,1.0,0.7856025477975551,20261152,17.043204459850088,17.043204459850088,0.0,True,99,2459,13,7,106,109,2350,0,0,106,0,2350,0.9023159510420637,0.9617787686532793,0.8662080517213404,7,7,True,False,False,1,1,100,23,2436,13,7,109,48,2388,0.9203743526814081,0.9407489647444633,0.8736416907706533,8,7,True,True,False,0.018058401639344357,-0.021029803908815925,0.0074336390493129345,0,1,0,0.9976523921314661,21.562342166900635
328,mc_0328,5.0,1.0,3.3466636951769924,20261153,17.04193096544586,17.04193096544586,0.0,True,101,2426,11,4,105,64,2362,0,0,105,0,2362,0.9226647882513661,0.9003668938907459,0.835092679951726,7,7,True,False,False,1,1,102,22,2404,11,4,108,17,2387,0.9400721482240437,0.9053830751205194,0.8472923410789296,8,7,True,True,False,0.017407359972677616,0.005016181229773542,0.01219966112720361,0,1,0,0.9977738201246661,21.31272602081299
