realisation,condition,av_error_sigma_mag,stage1_fracture_scale_pc,stage1_fracture_abs_error_pc,exact_spatial_reconstruction,mean_completeness,mean_purity,mean_jaccard,templates_detected_ge50pct,strict_recoveries_of_8,overlap_best_groups_separate,formal_overlap_resolved,strict_overlap_resolved,s2_significant_flags,s2_accepted_splits,s2_final_groups,s2_orphans,mean_completeness_baseline,mean_purity_baseline,mean_jaccard_baseline,strict_recoveries_of_8_baseline,formal_overlap_resolved_baseline,overlap_best_groups_separate_baseline,strict_overlap_resolved_baseline,s2_accepted_splits_baseline,s2_orphans_baseline,delta_mean_completeness_vs_baseline,delta_mean_purity_vs_baseline,delta_mean_jaccard_vs_baseline,delta_strict_recoveries_of_8_vs_baseline,delta_formal_overlap_resolved_vs_baseline,delta_overlap_best_groups_separate_vs_baseline,delta_strict_overlap_resolved_vs_baseline,delta_s2_accepted_splits_vs_baseline,delta_s2_orphans_vs_baseline
18,baseline,0.0,16.832616083945528,0.0,True,0.9212395348729877,0.8598573969697826,0.7827474806379284,7,6,True,False,False,9,3,100,51,0.9212395348729877,0.8598573969697826,0.7827474806379284,6,False,True,False,3,51,0.0,0.0,0.0,0,0,0,0,0,0
18,av_sigma_0.025,0.025,16.832616083945528,0.0,True,0.9218905765396543,0.8598713947301408,0.7833951490317108,7,6,True,False,False,6,3,100,49,0.9212395348729877,0.8598573969697826,0.7827474806379284,6,False,True,False,3,51,0.0006510416666666297,1.3997760358264166e-05,0.0006476683937823857,0,0,0,0,0,-2
18,av_sigma_0.05,0.05,16.832616083945528,0.0,True,0.9218905765396543,0.8598713947301408,0.7833951490317108,7,6,True,False,False,3,3,100,49,0.9212395348729877,0.8598573969697826,0.7827474806379284,6,False,True,False,3,51,0.0006510416666666297,1.3997760358264166e-05,0.0006476683937823857,0,0,0,0,0,-2
18,av_sigma_0.1,0.1,16.832616083945528,0.0,True,0.9218905765396543,0.8598713947301408,0.7833951490317108,7,6,True,False,False,3,3,100,63,0.9212395348729877,0.8598573969697826,0.7827474806379284,6,False,True,False,3,51,0.0006510416666666297,1.3997760358264166e-05,0.0006476683937823857,0,0,0,0,0,12
18,av_sigma_0.2,0.2,16.832616083945528,0.0,True,0.9111537254467582,0.8519766578880357,0.7709601008328184,7,6,True,False,False,3,2,98,82,0.9212395348729877,0.8598573969697826,0.7827474806379284,6,False,True,False,3,51,-0.010085809426229497,-0.007880739081746913,-0.011787379805110021,0,0,0,0,-1,31
19,baseline,0.0,17.027820392426293,0.0,True,0.9187585382513661,0.8640831296568072,0.791124854966168,7,7,True,False,False,12,4,108,70,0.9187585382513661,0.8640831296568072,0.791124854966168,7,False,True,False,4,70,0.0,0.0,0.0,0,0,0,0,0,0
19,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9226647882513661,0.8711056015669196,0.7964191125803812,7,7,True,False,False,7,3,105,70,0.9187585382513661,0.8640831296568072,0.791124854966168,7,False,True,False,4,70,0.00390625,0.0070224719101124045,0.005294257614213205,0,0,0,0,-1,0
19,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9226647882513661,0.8711056015669196,0.7964191125803812,7,7,True,False,False,6,3,105,72,0.9187585382513661,0.8640831296568072,0.791124854966168,7,False,True,False,4,70,0.00390625,0.0070224719101124045,0.005294257614213205,0,0,0,0,-1,2
19,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9245538763661202,0.8709292729989788,0.7984781486649106,7,7,True,False,False,4,2,104,86,0.9187585382513661,0.8640831296568072,0.791124854966168,7,False,True,False,4,70,0.005795338114754078,0.006846143342171596,0.007353293698742602,0,0,0,0,-2,16
19,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9300610484972678,0.871867393598365,0.8067895901882749,8,7,True,True,False,2,2,106,84,0.9187585382513661,0.8640831296568072,0.791124854966168,7,False,True,False,4,70,0.011302510245901676,0.007784263941557734,0.015664735222106874,0,1,0,0,-2,14
20,baseline,0.0,17.058791019808645,0.0,True,0.9047036975650916,0.9230684565572626,0.8304244650467238,7,7,True,False,False,12,6,108,66,0.9047036975650916,0.9230684565572626,0.8304244650467238,7,False,True,False,6,66,0.0,0.0,0.0,0,0,0,0,0,0
20,av_sigma_0.025,0.025,17.058791019808645,0.0,True,0.9084567612905818,0.9233135545964782,0.8339586912372001,7,7,True,False,False,8,6,108,64,0.9047036975650916,0.9230684565572626,0.8304244650467238,7,False,True,False,6,66,0.0037530637254902244,0.0002450980392156854,0.003534226190476275,0,0,0,0,0,-2
20,av_sigma_0.05,0.05,17.058791019808645,0.0,True,0.9226647882513661,0.8978972236805502,0.8205620119319164,7,7,True,False,False,4,4,104,61,0.9047036975650916,0.9230684565572626,0.8304244650467238,7,False,True,False,6,66,0.017961090686274495,-0.0251712328767123,-0.00986245311480749,0,0,0,0,-2,-5
20,av_sigma_0.1,0.1,17.058791019808645,0.0,True,0.9206156079234973,0.8978972236805502,0.8185128316040475,7,7,True,False,False,4,3,104,62,0.9047036975650916,0.9230684565572626,0.8304244650467238,7,False,True,False,6,66,0.015911910358405668,-0.0251712328767123,-0.011911633442676317,0,0,0,0,-3,-4
20,av_sigma_0.2,0.2,17.058791019808645,0.0,True,0.930146431010929,0.8978972236805502,0.8280436546914791,7,7,True,False,False,2,2,105,49,0.9047036975650916,0.9230684565572626,0.8304244650467238,7,False,True,False,6,66,0.025442733445837362,-0.0251712328767123,-0.0023808103552447335,0,0,0,0,-4,-17
21,baseline,0.0,17.040104933363203,0.0,True,0.9194095799180328,0.9187792519214606,0.8479251613239227,7,7,True,False,False,11,4,109,33,0.9194095799180328,0.9187792519214606,0.8479251613239227,7,False,True,False,4,33,0.0,0.0,0.0,0,0,0,0,0,0
21,av_sigma_0.025,0.025,17.040104933363203,0.0,True,0.9226647882513661,0.9307473370278435,0.8536582148065097,7,7,True,False,False,7,3,106,34,0.9194095799180328,0.9187792519214606,0.8479251613239227,7,False,True,False,4,33,0.0032552083333332593,0.01196808510638292,0.005733053482587014,0,0,0,0,-1,1
21,av_sigma_0.05,0.05,17.040104933363203,0.0,True,0.9226647882513661,0.9307473370278435,0.8536582148065097,7,7,True,False,False,7,3,106,36,0.9194095799180328,0.9187792519214606,0.8479251613239227,7,False,True,False,4,33,0.0032552083333332593,0.01196808510638292,0.005733053482587014,0,0,0,0,-1,3
21,av_sigma_0.1,0.1,17.040104933363203,0.0,True,0.9212986680327868,0.9314736149204792,0.8529127682730198,7,7,True,False,False,2,2,105,35,0.9194095799180328,0.9187792519214606,0.8479251613239227,7,False,True,False,4,33,0.0018890881147539673,0.012694362999018605,0.0049876069490970565,0,0,0,0,-2,2
21,av_sigma_0.2,0.2,17.040104933363203,0.0,True,0.9185344091530054,0.9314502294531439,0.8501670708092517,7,7,True,False,False,2,2,105,50,0.9194095799180328,0.9187792519214606,0.8479251613239227,7,False,True,False,4,33,-0.000875170765027411,0.012670977531683336,0.0022419094853289856,0,0,0,0,-2,17
22,baseline,0.0,17.040104933363203,0.0,True,0.9194095799180328,0.7546707595637783,0.6740803394818111,7,6,True,False,False,11,4,106,43,0.9194095799180328,0.7546707595637783,0.6740803394818111,6,False,True,False,4,43,0.0,0.0,0.0,0,0,0,0,0,0
22,av_sigma_0.025,0.025,17.040104933363203,0.0,True,0.9220137465846995,0.7546707595637783,0.6766845061484777,7,6,True,False,False,8,4,106,40,0.9194095799180328,0.7546707595637783,0.6740803394818111,6,False,True,False,4,43,0.0026041666666666297,0.0,0.0026041666666666297,0,0,0,0,0,-3
22,av_sigma_0.05,0.05,17.040104933363203,0.0,True,0.9233158299180328,0.7546707595637783,0.6779865894818111,7,6,True,False,False,6,3,103,35,0.9194095799180328,0.7546707595637783,0.6740803394818111,6,False,True,False,4,43,0.00390625,0.0,0.00390625,0,0,0,0,-1,-8
22,av_sigma_0.1,0.1,17.040104933363203,0.0,True,0.9226647882513661,0.7546707595637783,0.6773355478151444,7,6,True,False,False,4,2,102,37,0.9194095799180328,0.7546707595637783,0.6740803394818111,6,False,True,False,4,43,0.0032552083333332593,0.0,0.0032552083333332593,0,0,0,0,-2,-6
22,av_sigma_0.2,0.2,17.040104933363203,0.0,True,0.915802168715847,0.7546707595637783,0.6704729282796252,7,6,True,False,False,3,2,103,51,0.9194095799180328,0.7546707595637783,0.6740803394818111,6,False,True,False,4,43,-0.003607411202185884,0.0,-0.003607411202185884,0,0,0,0,-2,8
23,baseline,0.0,16.82746389211387,0.0,True,0.9192864098729877,0.9003066231372184,0.8300790363433559,7,7,True,False,False,9,4,102,50,0.9192864098729877,0.9003066231372184,0.8300790363433559,7,False,True,False,4,50,0.0,0.0,0.0,0,0,0,0,0,0
23,av_sigma_0.025,0.025,16.82746389211387,0.0,True,0.9192864098729877,0.9003066231372184,0.8300790363433559,7,7,True,False,False,6,4,102,52,0.9192864098729877,0.9003066231372184,0.8300790363433559,7,False,True,False,4,50,0.0,0.0,0.0,0,0,0,0,0,2
23,av_sigma_0.05,0.05,16.82746389211387,0.0,True,0.9186033497636981,0.9003066231372184,0.8293959762340661,7,7,True,False,False,3,3,100,68,0.9192864098729877,0.9003066231372184,0.8300790363433559,7,False,True,False,4,50,-0.000683060109289646,0.0,-0.000683060109289757,0,0,0,0,-1,18
23,av_sigma_0.1,0.1,16.82746389211387,0.0,True,0.9199054330970314,0.8983835462141415,0.8300754559467434,7,7,True,False,False,3,3,102,50,0.9192864098729877,0.9003066231372184,0.8300790363433559,7,False,True,False,4,50,0.0006190232240437243,-0.0019230769230769162,-3.5803966125236286e-06,0,0,0,0,-1,0
23,av_sigma_0.2,0.2,16.82746389211387,0.0,True,0.9130107951188894,0.898655679740992,0.8231042248313463,7,7,True,False,False,3,3,101,77,0.9192864098729877,0.9003066231372184,0.8300790363433559,7,False,True,False,4,50,-0.006275614754098324,-0.0016509433962264008,-0.006974811512009627,0,0,0,0,-1,27
24,baseline,0.0,17.048388529750305,0.0,True,0.9187585382513661,0.9359915088309114,0.8552340014818793,7,7,True,False,False,15,7,108,76,0.9187585382513661,0.9359915088309114,0.8552340014818793,7,False,True,False,7,76,0.0,0.0,0.0,0,0,0,0,0,0
24,av_sigma_0.025,0.025,17.048388529750305,0.0,True,0.9233158299180328,0.9359915088309114,0.8597912931485461,7,7,True,False,False,9,6,105,77,0.9187585382513661,0.9359915088309114,0.8552340014818793,7,False,True,False,7,76,0.004557291666666741,0.0,0.004557291666666741,0,0,0,0,-1,1
24,av_sigma_0.05,0.05,17.048388529750305,0.0,True,0.9233158299180328,0.9359915088309114,0.8597912931485461,7,7,True,False,False,7,6,105,77,0.9187585382513661,0.9359915088309114,0.8552340014818793,7,False,True,False,7,76,0.004557291666666741,0.0,0.004557291666666741,0,0,0,0,-1,1
24,av_sigma_0.1,0.1,17.048388529750305,0.0,True,0.9233158299180328,0.9359915088309114,0.8597912931485461,7,7,True,False,False,5,5,105,57,0.9187585382513661,0.9359915088309114,0.8552340014818793,7,False,True,False,7,76,0.004557291666666741,0.0,0.004557291666666741,0,0,0,0,-2,-19
24,av_sigma_0.2,0.2,17.048388529750305,0.0,True,0.9115437158469946,0.9322703070569015,0.8450511454447276,8,6,True,True,False,5,5,107,99,0.9187585382513661,0.9359915088309114,0.8552340014818793,7,False,True,False,7,76,-0.007214822404371546,-0.003721201774009919,-0.010182856037151744,-1,1,0,0,-2,23
25,baseline,0.0,17.044626788618505,0.0,True,0.874684809275831,0.9205023635031213,0.7971340180827832,7,6,True,False,False,12,5,110,66,0.874684809275831,0.9205023635031213,0.7971340180827832,6,False,True,False,5,66,0.0,0.0,0.0,0,0,0,0,0,0
25,av_sigma_0.025,0.025,17.044626788618505,0.0,True,0.9200606215846995,0.9182501112508691,0.8402575781393994,7,7,True,False,False,8,4,108,56,0.874684809275831,0.9205023635031213,0.7971340180827832,6,False,True,False,5,66,0.045375812308868446,-0.0022522522522522292,0.04312356005661622,1,0,0,0,-1,-10
25,av_sigma_0.05,0.05,17.044626788618505,0.0,True,0.9187585382513661,0.9182501112508691,0.838955494806066,7,7,True,False,False,6,4,108,62,0.874684809275831,0.9205023635031213,0.7971340180827832,6,False,True,False,5,66,0.044073728975535076,-0.0022522522522522292,0.04182147672328285,1,0,0,0,-1,-4
25,av_sigma_0.1,0.1,17.044626788618505,0.0,True,0.9239668715846995,0.9213844956352535,0.8468132087871809,7,7,True,False,False,2,2,105,64,0.874684809275831,0.9205023635031213,0.7971340180827832,6,False,True,False,5,66,0.049282062308868446,0.000882132132132174,0.04967919070439775,1,0,0,0,-3,-2
25,av_sigma_0.2,0.2,17.044626788618505,0.0,True,0.9149910348360656,0.9256352033493369,0.8421289566140895,7,7,True,False,False,2,2,106,77,0.874684809275831,0.9205023635031213,0.7971340180827832,6,False,True,False,5,66,0.040306225560234554,0.005132839846215598,0.04499493853130632,1,0,0,0,-3,11
26,baseline,0.0,17.018295368341942,0.0,True,0.9975490196078431,0.7513783064618047,0.7489273260696478,8,6,False,False,False,10,2,101,6,0.9975490196078431,0.7513783064618047,0.7489273260696478,6,False,False,False,2,6,0.0,0.0,0.0,0,0,0,0,0,0
26,av_sigma_0.025,0.025,17.018295368341942,0.0,True,0.9975490196078431,0.7513783064618047,0.7489273260696478,8,6,False,False,False,8,3,102,9,0.9975490196078431,0.7513783064618047,0.7489273260696478,6,False,False,False,2,6,0.0,0.0,0.0,0,0,0,0,1,3
26,av_sigma_0.05,0.05,17.018295368341942,0.0,True,0.9178268643522983,0.8701256008340992,0.7987302599874802,7,7,True,False,False,7,4,104,85,0.9975490196078431,0.7513783064618047,0.7489273260696478,6,False,False,False,2,6,-0.07972215525554482,0.11874729437229448,0.049802933917832304,1,0,1,0,2,79
26,av_sigma_0.1,0.1,17.018295368341942,0.0,True,0.9184138691337191,0.8803465604300587,0.8018068273550814,7,7,True,False,False,4,3,103,90,0.9975490196078431,0.7513783064618047,0.7489273260696478,6,False,False,False,2,6,-0.079135150474124,0.12896825396825395,0.052879501285433506,1,0,1,0,1,84
26,av_sigma_0.2,0.2,17.018295368341942,0.0,True,0.915802168715847,0.8585771421089162,0.7777678936314758,7,7,True,False,False,3,2,104,85,0.9975490196078431,0.7513783064618047,0.7489273260696478,6,False,False,False,2,6,-0.08174685089199618,0.10719883564711152,0.028840567561827957,1,0,1,0,0,79
27,baseline,0.0,17.022899394627675,0.0,True,0.9194095799180328,0.8503998498838218,0.7785254479023476,7,7,True,False,False,14,4,109,63,0.9194095799180328,0.8503998498838218,0.7785254479023476,7,False,True,False,4,63,0.0,0.0,0.0,0,0,0,0,0,0
27,av_sigma_0.025,0.025,17.022899394627675,0.0,True,0.9200606215846995,0.8510959733275275,0.778868888418129,7,7,True,False,False,7,4,109,64,0.9194095799180328,0.8503998498838218,0.7785254479023476,7,False,True,False,4,63,0.0006510416666666297,0.0006961234437057318,0.00034344051578139023,0,0,0,0,0,1
27,av_sigma_0.05,0.05,17.022899394627675,0.0,True,0.9226647882513661,0.859248147240571,0.7831697091251997,7,7,True,False,False,5,3,106,61,0.9194095799180328,0.8503998498838218,0.7785254479023476,7,False,True,False,4,63,0.0032552083333332593,0.00884829735674919,0.0046442612228521085,0,0,0,0,-1,-2
27,av_sigma_0.1,0.1,17.022899394627675,0.0,True,0.9233158299180328,0.8599107194490392,0.7843782797700193,7,7,True,False,False,3,2,106,64,0.9194095799180328,0.8503998498838218,0.7785254479023476,7,False,True,False,4,63,0.00390625,0.009510869565217406,0.005852831867671715,0,0,0,0,-2,1
27,av_sigma_0.2,0.2,17.022899394627675,0.0,True,0.9171042520491803,0.8587393334075628,0.7780352052592203,7,7,True,False,False,2,2,107,84,0.9194095799180328,0.8503998498838218,0.7785254479023476,7,False,True,False,4,63,-0.0023053278688525136,0.008339483523741031,-0.0004902426431272477,0,0,0,0,-2,21
28,baseline,0.0,17.027820392426293,0.0,True,0.9308294911202186,0.8762206765626148,0.825915517770869,7,7,True,False,False,10,2,106,65,0.9308294911202186,0.8762206765626148,0.825915517770869,7,False,True,False,2,65,0.0,0.0,0.0,0,0,0,0,0,0
28,av_sigma_0.025,0.025,17.027820392426293,0.0,True,0.9334336577868853,0.875346875714842,0.8277381640152442,7,7,True,False,False,8,2,106,54,0.9308294911202186,0.8762206765626148,0.825915517770869,7,False,True,False,2,65,0.0026041666666666297,-0.0008738008477727766,0.0018226462443752256,0,0,0,0,0,-11
28,av_sigma_0.05,0.05,17.027820392426293,0.0,True,0.9334336577868853,0.875346875714842,0.8277381640152442,7,7,True,False,False,3,1,105,50,0.9308294911202186,0.8762206765626148,0.825915517770869,7,False,True,False,2,65,0.0026041666666666297,-0.0008738008477727766,0.0018226462443752256,0,0,0,0,-1,-15
28,av_sigma_0.1,0.1,17.027820392426293,0.0,True,0.9334336577868853,0.873697455616224,0.8272337892276126,7,7,True,False,False,2,1,105,53,0.9308294911202186,0.8762206765626148,0.825915517770869,7,False,True,False,2,65,0.0026041666666666297,-0.0025232209463907918,0.0013182714567435694,0,0,0,0,-1,-12
28,av_sigma_0.2,0.2,17.027820392426293,0.0,True,0.9366888661202186,0.8732132097484555,0.8295794939815742,8,7,True,True,False,1,1,106,81,0.9308294911202186,0.8762206765626148,0.825915517770869,7,False,True,False,2,65,0.005859375,-0.0030074668141593097,0.0036639762107051332,0,1,0,0,-1,16
29,baseline,0.0,17.048388529750305,0.0,True,0.916958599525876,0.9398920464154682,0.8572166728386181,7,7,True,False,False,11,5,108,55,0.916958599525876,0.9398920464154682,0.8572166728386181,7,False,True,False,5,55,0.0,0.0,0.0,0,0,0,0,0,0
29,av_sigma_0.025,0.025,17.048388529750305,0.0,True,0.9140097637415623,0.9398920464154682,0.8542678370543043,7,7,True,False,False,9,5,108,52,0.916958599525876,0.9398920464154682,0.8572166728386181,7,False,True,False,5,55,-0.002948835784313708,0.0,-0.002948835784313819,0,0,0,0,0,-3
29,av_sigma_0.05,0.05,17.048388529750305,0.0,True,0.9082395381308261,0.9398657859112665,0.8485196456406421,7,7,True,False,False,6,4,108,46,0.916958599525876,0.9398920464154682,0.8572166728386181,7,False,True,False,5,55,-0.008719061395049854,-2.626050420173609e-05,-0.008697027197976048,0,0,0,0,-1,-9
29,av_sigma_0.1,0.1,17.048388529750305,0.0,True,0.9121457881308261,0.9358172915135073,0.8490309364743558,7,7,True,False,False,3,3,104,63,0.916958599525876,0.9398920464154682,0.8572166728386181,7,False,True,False,5,55,-0.004812811395049854,-0.004074754901960853,-0.008185736364262342,0,0,0,0,-2,8
29,av_sigma_0.2,0.2,17.048388529750305,0.0,True,0.9143720116120219,0.9057500025011282,0.8208667699742465,7,7,True,False,False,2,2,104,79,0.916958599525876,0.9398920464154682,0.8572166728386181,7,False,True,False,5,55,-0.0025865879138541326,-0.03414204391433995,-0.036349902864371675,0,0,0,0,-3,24
30,baseline,0.0,17.040104933363203,0.0,True,0.9194095799180328,0.9056523495343041,0.8352661267234422,7,7,True,False,False,11,4,108,42,0.9194095799180328,0.9056523495343041,0.8352661267234422,7,False,True,False,4,42,0.0,0.0,0.0,0,0,0,0,0,0
30,av_sigma_0.025,0.025,17.040104933363203,0.0,True,0.9233478483606558,0.9176453499287077,0.8416605558674051,7,7,True,False,False,7,3,105,42,0.9194095799180328,0.9056523495343041,0.8352661267234422,7,False,True,False,4,42,0.003938268442622905,0.011993000394403652,0.006394429143962821,0,0,0,0,-1,0
30,av_sigma_0.05,0.05,17.040104933363203,0.0,True,0.9247139685792349,0.9176943311199303,0.8429833071901564,7,7,True,False,False,5,2,104,32,0.9194095799180328,0.9056523495343041,0.8352661267234422,7,False,True,False,4,42,0.005304388661202086,0.012041981585626194,0.007717180466714102,0,0,0,0,-2,-10
30,av_sigma_0.1,0.1,17.040104933363203,0.0,True,0.9253650102459017,0.9176943311199303,0.843634348856823,7,7,True,False,False,6,2,104,49,0.9194095799180328,0.9056523495343041,0.8352661267234422,7,False,True,False,4,42,0.005955430327868827,0.012041981585626194,0.008368222133380732,0,0,0,0,-2,7
30,av_sigma_0.2,0.2,17.040104933363203,0.0,True,0.8867721140710383,0.9185773163779155,0.8066238375816058,7,6,True,False,False,5,3,105,95,0.9194095799180328,0.9056523495343041,0.8352661267234422,7,False,True,False,4,42,-0.03263746584699456,0.01292496684361144,-0.02864228914183642,-1,0,0,0,-1,53
31,baseline,0.0,17.040104933363203,0.0,True,0.9226647882513661,0.9250179557845999,0.8564951507013621,7,7,True,False,False,11,3,105,53,0.9226647882513661,0.9250179557845999,0.8564951507013621,7,False,True,False,3,53,0.0,0.0,0.0,0,0,0,0,0,0
31,av_sigma_0.025,0.025,17.040104933363203,0.0,True,0.9226647882513661,0.9250179557845999,0.8564951507013621,7,7,True,False,False,6,3,105,52,0.9226647882513661,0.9250179557845999,0.8564951507013621,7,False,True,False,3,53,0.0,0.0,0.0,0,0,0,0,0,-1
31,av_sigma_0.05,0.05,17.040104933363203,0.0,True,0.9212986680327868,0.9255171450711721,0.8557633667817641,7,7,True,False,False,5,3,105,53,0.9226647882513661,0.9250179557845999,0.8564951507013621,7,False,True,False,3,53,-0.001366120218579292,0.0004991892865722214,-0.0007317839195979392,0,0,0,0,0,0
